"","State","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20"
"11","Idaho",8.1518269213229e-05,0.000126552837519838,6.89769970265784e-05,3.648370090662e-05,1.36813878399825e-05,3.99040478666156e-05,2.28023130666375e-05,1.25412721866506e-05,7.63877487732356e-05,3.36334117732903e-05,7.41075174665718e-06,1.08310987066528e-05,2.39424287199694e-05,2.22322552399715e-05,2.79328335066309e-05,1.25412721866506e-05,2.62226600266331e-05,7.41075174665718e-06,2.28023130666375e-06,3.648370090662e-05,1.71017347999781e-05,2.05220817599737e-05,1.93819661066419e-05,1.93819661066419e-05,9.69098305332093e-06,5.70057826665937e-06,1.14011565333187e-05,1.99520239333078e-05,1.824185045331e-05,1.824185045331e-05,1.08310987066528e-05,1.36813878399825e-05,0,2.6792717853299e-05,1.19712143599847e-05,1.7671792626644e-05,1.14011565333187e-05,1.53915613199803e-05,1.42514456666484e-05,1.14011565333187e-06,1.65316769733122e-05,1.88119082799759e-05,1.7671792626644e-05,1.53915613199803e-05,2.10921395866397e-05,1.71017347999781e-05,1.14011565333187e-06,1.93819661066419e-05,1.19712143599847e-05,1.71017347999781e-05,1.59616191466462e-05,3.47735274266222e-05,1.7671792626644e-05,1.36813878399825e-05,7.98080957332312e-06,1.99520239333078e-05,1.824185045331e-05,2.22322552399715e-05,1.93819661066419e-05,2.05220817599737e-05,8.55086739998906e-06,3.02130648132947e-05,1.53915613199803e-05,3.13531804666265e-05,3.648370090662e-05,3.24932961199584e-05,1.59616191466462e-05,7.98080957332312e-06,2.50825443733012e-05,1.65316769733122e-05,2.05220817599737e-05,2.33723708933034e-05,2.90729491599628e-05,2.56526021999672e-05,7.98080957332312e-06,3.36334117732903e-05,4.04741056932815e-05,5.18752622266003e-05,6.27063609332531e-05,7.2397343986574e-05,7.69578065999015e-05
"12","Illinois",7.73874742172563e-05,5.62746643141712e-05,9.48899151406317e-05,0.000114040567989527,7.21288933120269e-05,7.73874742172563e-05,0.000101011845149705,0.000120005525434265,0.000105485563233258,0.000114982403375538,0.00010148276284271,0.000131229063784232,9.2064408982598e-05,9.59102368088106e-05,0.000105642535797593,8.95528479532347e-05,0.000144493245470557,0.00012440075723565,9.39480797546205e-05,9.03377107749108e-05,0.000121732223641952,0.000160818392161418,0.00014339443752021,0.000213718146342382,0.00016631243191315,0.000166861835888323,0.000155402838691853,0.000174161060129911,0.000176829593723609,0.000201160341195566,0.00024621146715977,0.000192291391310627,0.000234987928809803,0.000183736386554358,0.000160818392161418,0.000178556291931296,0.000207046812358136,0.000226511410335702,0.000182088174628838,0.000129816310705215,0.000114668458246868,0.000317477011367953,0.00013389759737793,0.000251705506911502,0.000192055932464124,0.000168039130120837,0.000132720303145416,0.000189779830281263,0.000119299148894756,0.000189544371434761,0.000179105695906469,0.000213090256085041,0.000187582214380571,0.000191585014771118,0.000133976083660098,9.71660173234922e-05,8.83755537207207e-05,0.000118985203766086,0.000130758146091226,0.000117415478122734,0.000101875194253548,8.46082121766758e-05,0.000123851353260477,8.12333020434688e-05,6.82830654858144e-05,9.167197757176e-05,7.3306187544541e-05,6.42802650952666e-05,0.000115610293632879,6.10623275263949e-05,4.45802082711984e-05,6.60854495851215e-05,5.94926018830429e-05,4.92893852012545e-05,4.72487418648969e-05,4.14407569844942e-05,4.85830086617461e-05,4.31674551921815e-05,5.21933776414558e-05,6.56145318921159e-05,4.85045223795785e-05
"13","Indiana",5.99233877246417e-05,7.14298736468298e-05,5.9624517960429e-05,7.7706138695296e-05,6.90389155331284e-05,8.20397502763798e-05,8.33846642153369e-05,6.60502178910016e-05,6.18660411920241e-05,8.36835339795495e-05,7.97982270447847e-05,7.41197015247439e-05,4.63248134529649e-05,4.45315948676889e-05,6.45558690699382e-05,8.80171455606334e-05,9.20518873775045e-05,7.39702666426375e-05,8.53273176827193e-05,7.21770480573615e-05,6.42569993057255e-05,5.39459924403882e-05,9.27990617880362e-05,9.74315431333327e-05,0.000107443680234457,9.26496269059299e-05,0.000141963138001022,9.65349338406946e-05,9.35462361985679e-05,0.000103110068653374,0.000125824170733537,0.000102811198889161,9.53394547838439e-05,8.7867710678527e-05,8.48790130364002e-05,0.00012896230325777,9.8029282661758e-05,0.000101316850068097,9.25001920238235e-05,5.88773435498974e-05,7.48668759352756e-05,8.09937061016354e-05,5.49920366151326e-05,8.71205362679953e-05,9.77304128975454e-05,9.53394547838439e-05,7.47174410531692e-05,7.14298736468298e-05,7.54646154637009e-05,8.72699711501017e-05,0.000102661764007055,7.35219619963185e-05,7.60623549921263e-05,7.12804387647234e-05,5.05089901519424e-05,5.48426017330262e-05,5.76818644930466e-05,9.60866291943756e-05,7.6809529402658e-05,9.93741966007151e-05,5.45437319688135e-05,3.81058949371163e-05,6.64985225373206e-05,7.17287434110425e-05,5.917621331411e-05,7.38208317605312e-05,6.41075644236192e-05,5.97739528425354e-05,3.36228484739262e-05,6.45558690699382e-05,4.66236832171776e-05,6.23143458383431e-05,5.97739528425354e-05,6.29120853667685e-05,5.46931668509199e-05,7.78555735774023e-05,5.34976877940692e-05,3.82553298192226e-05,6.63490876552143e-05,4.79685971561346e-05,4.9911250623517e-05
"14","Iowa",1.61589534067668e-05,2.05947445380361e-05,2.6931589011278e-05,2.75652734586022e-05,2.59810623402917e-05,2.47136934456433e-05,3.23179068135336e-05,3.07336956952231e-05,3.96052779577618e-05,3.73873823921271e-05,3.86547512867755e-05,2.43968512219812e-05,3.89715935104376e-05,5.98831802721358e-05,3.0416853471561e-05,4.62589646546657e-05,6.051686471946e-05,5.7348442482839e-05,0.000127370573912162,8.23789781521445e-05,0.000147648476226536,3.89715935104376e-05,5.54473891408665e-05,0.000164757956304289,0.000205947445380361,0.000120716887215258,0.000119766360544272,0.000160955849620344,0.000147965318450198,9.56863515459524e-05,0.000233829561062625,0.000240166405535867,0.000167292694093586,0.000169193747435558,0.000129271627254134,9.28347715329936e-05,0.000207531656498672,0.000126103205017513,6.78042358636881e-05,9.12505604146831e-05,0.000131172680596107,0.000170777958553869,0.000119449518320609,0.000122301098333568,0.000118498991649623,8.83989804017243e-05,0.000102340038242856,9.63200359932766e-05,0.000108043198268774,0.000181233751934718,9.56863515459524e-05,0.000107726356045112,0.000122934782780893,0.000169827431882882,6.14673913904463e-05,0.000117548464978637,0.000141628473976956,7.16063425476333e-05,0.000109944251610747,0.000100438984900884,9.03000337436968e-05,5.32294935752318e-05,7.22400269949575e-05,0.000113746358294692,0.000179649540816407,0.000123251625004555,6.17842336141084e-05,8.45968737177791e-05,0.000100438984900884,5.06947557859351e-05,0.000146381107331887,0.000117231622754975,0.000111528462729057,0.000106775829374126,5.29126513515697e-05,4.78431757729762e-05,4.84768602203004e-05,0.000111845304952719,0.000108676882716098,0.000147331634002874,4.0555804628748e-05
"15","Kansas",1.85471087976837e-05,2.23252235527674e-05,2.43860134191767e-05,2.6446803285586e-05,2.30121535082371e-05,2.9194523107465e-05,1.7516713864479e-05,5.15197466602324e-05,2.09513636418279e-05,2.19817585750325e-05,3.5033427728958e-05,1.88905737754186e-05,1.61428539535395e-05,1.92340387531534e-05,2.16382935972976e-05,3.15987779516092e-05,4.70547019496789e-05,3.02249180406697e-05,2.6446803285586e-05,4.56808420387394e-05,2.88510581297302e-05,6.07933010590743e-05,0.000115060767541186,7.41884351907347e-05,8.55227794559858e-05,3.67507526176325e-05,7.17841803465905e-05,6.66322056805673e-05,7.21276453243254e-05,0.000169671699001032,7.0410320435651e-05,0.000121243137140414,0.000107848003008753,7.14407153688556e-05,8.31185246118416e-05,9.13616840774788e-05,0.000119182347274004,0.000175510603622525,5.90759761703998e-05,4.19027272836557e-05,3.98419374172464e-05,6.56018107473626e-05,6.86929955469766e-05,3.98419374172464e-05,0.00011609116247439,1.82036438199488e-05,2.40425484414418e-06,0.000128112436695111,1.68297839090093e-05,5.94194411481347e-05,3.77811475508371e-05,0.00010200909838726,1.7516713864479e-05,5.49543964375812e-06,4.70547019496789e-05,2.74771982187906e-05,3.46899627512232e-05,2.0607898664093e-05,0.000107504538031018,7.21276453243254e-06,1.06474143097814e-05,7.72796199903486e-05,1.37385991093953e-05,4.73981669274138e-05,1.7516713864479e-05,5.52978614153161e-05,8.24315946563719e-06,1.09908792875162e-05,6.01063711036045e-05,2.12948286195627e-05,4.9802421771558e-05,1.82036438199488e-05,5.77021162594603e-05,1.47689940426e-05,1.78601788422139e-05,9.23920790106835e-05,1.82036438199488e-05,7.96838748344928e-05,2.9194523107465e-05,9.6857123721237e-05,1.71732488867441e-05
"16","Kentucky",1.87986667269418e-05,1.63369365603184e-05,3.35690477266817e-06,3.28976667721481e-05,3.11073175600584e-05,2.0141428636009e-06,5.1920127150601e-05,2.3274539757166e-05,2.95407619994799e-05,3.96114763174844e-05,3.33452540751705e-05,2.50648889692557e-05,1.9022460378453e-05,3.62545715448162e-05,1.9022460378453e-05,2.99883493025023e-05,2.08128095905427e-05,4.14018255295741e-05,5.66197938323365e-05,2.0141428636009e-05,3.20024921661032e-05,4.0282857272018e-05,3.9163889014462e-05,5.16963334990898e-05,2.81980000904126e-05,3.78211271053947e-05,1.61131429088072e-05,5.12487461960674e-05,3.64783651963275e-05,3.80449207569059e-05,3.82687144084171e-05,4.47587303022423e-07,7.65374288168343e-05,3.28976667721481e-05,0.000101154730483068,2.77504127873902e-05,5.0801158893045e-05,2.79742064389014e-05,3.82687144084171e-05,3.80449207569059e-06,5.01297779385114e-05,6.55715398927849e-05,2.21555714996099e-05,6.60191271958074e-05,4.05066509235293e-05,4.36397620446862e-05,4.47587303022423e-06,5.55008255747804e-05,3.67021588478387e-05,2.93169683479687e-05,3.11073175600584e-05,4.7668047771888e-05,2.77504127873902e-05,6.71380954533634e-06,1.2756238136139e-05,6.17670478170943e-05,3.08835239085472e-05,4.40873493477086e-05,3.98352699689956e-05,4.45349366507311e-05,1.11896825755606e-05,4.7668047771888e-05,3.0659730257036e-05,4.43111429992199e-05,6.62429208473186e-05,6.04242859080271e-05,6.89284446654531e-05,7.60898415138119e-06,6.89284446654531e-05,4.25207937871302e-05,3.08835239085472e-05,2.21555714996099e-05,5.01297779385114e-05,5.66197938323365e-05,1.05183016210269e-05,4.72204604688656e-05,8.05657145440361e-06,6.51239525897625e-05,4.49825239537535e-05,5.32628890596683e-05,3.82687144084171e-05
"17","Louisiana",0.000254722232594231,0.000585410489062395,0.000246138501083052,0.000472319826402614,0.000110300949918648,0.000397641362255358,0.000304078688783509,0.000160086592683485,0.000268885389587676,0.000208155489146086,0.000163305492000177,0.000124678700199872,9.0343774155157e-05,0.000107725830465294,9.29188936085106e-05,0.000124678700199872,0.00012575166663877,9.91420989541152e-05,7.46784641472556e-05,0.000127683006228785,7.10303782550046e-05,9.93566922418947e-05,0.000103219371421925,8.60519083995676e-05,7.98287030539629e-05,5.60088481104417e-05,5.98715272904722e-05,4.67813367359245e-05,8.02578896295219e-05,7.31763111327993e-05,0.000152361234323424,9.20605204573927e-05,4.2918657555894e-05,7.78973634639477e-05,6.93136319527689e-05,8.64810949751265e-05,5.4292101808206e-05,4.35624374192324e-05,0.000120601427732062,3.9270571663643e-05,4.46354038581298e-05,5.04294226281755e-05,0.000131331092121036,0.000177468648993622,7.46784641472556e-05,6.00861205782517e-05,6.75968856505331e-05,7.1674158118343e-05,7.06011916794457e-05,5.96569340026927e-05,0.000254936825882011,9.0343774155157e-05,2.5107414670198e-05,2.74679408357722e-05,0.00013369161828661,7.2103344693902e-05,9.48502331985258e-05,4.57083702970272e-05,0,0.000166309798029089,7.27471245572404e-05,9.24897070329517e-05,8.69102815506854e-05,8.3047602370655e-05,9.20605204573927e-05,9.16313338818338e-05,0.000106652864026397,7.08157849672252e-05,5.0644015915955e-05,0.000120601427732062,8.96999942918185e-05,9.48502331985258e-05,0.000112232289508663,0.000276396154659958,7.2103344693902e-05,0.000118455494854268,0.000114592815674237,0.000173605969813591,0,0,0.000186696160368139
"18","Maine",3.0633500796471e-05,2.39090737923676e-05,4.18408791366433e-05,1.79318053442757e-05,1.04602197841608e-05,2.16675981243332e-05,1.49431711202298e-05,1.34488540082068e-05,1.71846467882642e-05,1.94261224562987e-05,2.24147566803446e-05,1.27016954521953e-05,4.85653061407467e-05,2.68977080164136e-05,2.68977080164136e-05,1.94261224562987e-05,2.31619152363561e-05,1.49431711202298e-05,1.49431711202298e-05,5.97726844809191e-06,9.71306122814935e-06,1.41960125642183e-05,2.24147566803446e-05,2.09204395683217e-05,1.86789639002872e-05,1.86789639002872e-05,5.97726844809191e-06,1.27016954521953e-05,1.19545368961838e-05,2.9139183684448e-05,2.09204395683217e-05,2.16675981243332e-05,2.46562323483791e-05,1.49431711202298e-05,1.56903296762413e-05,2.09204395683217e-05,5.67840502568731e-05,3.28749764645055e-05,2.54033909043906e-05,2.09204395683217e-05,1.94261224562987e-05,1.12073783401723e-05,2.83920251284366e-05,3.73579278005744e-05,2.83920251284366e-05,3.3622135020517e-05,2.9139183684448e-05,1.94261224562987e-05,2.09204395683217e-05,5.82783673688961e-05,4.33351962486663e-05,5.30482574768157e-05,4.85653061407467e-05,3.13806593524825e-05,1.41960125642183e-05,2.61505494604021e-05,2.09204395683217e-05,3.88522449125974e-05,2.76448665724251e-05,4.18408791366433e-05,3.2127817908494e-05,1.79318053442757e-05,2.09204395683217e-05,3.0633500796471e-05,2.09204395683217e-05,2.68977080164136e-05,3.13806593524825e-05,3.43692935765285e-05,1.34488540082068e-05,1.34488540082068e-05,2.31619152363561e-05,2.24147566803446e-05,4.03465620246204e-05,2.68977080164136e-05,2.68977080164136e-05,1.27016954521953e-05,6.72442700410339e-06,1.27016954521953e-05,3.13806593524825e-05,2.61505494604021e-05,1.86789639002872e-05
"19","Maryland",5.3452767446702e-05,5.7259001661173e-05,7.06635656338753e-05,6.07342589874292e-05,8.00964069479992e-05,7.21529616308423e-05,5.39492327790243e-05,0.000191635618276411,0.000108560419334478,0.000129577451736123,0.000120144610421999,8.78743638210487e-05,0.000117662283760387,8.87018060415859e-05,0.00010326478912304,0.000124943775301114,0.000130735870844875,0.000122130471751288,8.48955718271149e-05,0.00014198908504418,8.45645949389e-05,9.61487860264206e-05,0.000159365371675461,0.000146953738367404,0.000190477199167659,0.000135700524168098,0.000150594484137767,0.000103595766011255,0.000122792425527718,0.000146126296146866,0.000288115381191047,0.000165819420995651,0.000164330024998684,0.00015688304501385,0.000117165818428065,0.000173100912536378,0.00020073748270232,0.000184685103623899,0.000173100912536378,0.000174590308533345,0.000130735870844875,0.000114352514878239,0.0001246127984129,0.000181044357853535,0.000179389473412461,0.000161847698337073,0.000138513827717924,0.000159199883231354,0.000294900407399452,0.000128750009515586,0.000199082598261246,0.000147946669032048,0.00017690714675085,0.000216955350224849,0.000138182850829709,8.87018060415859e-05,0.000124447309968792,0.000213811069786808,0.000214638512007345,0.000170618585874767,0.000131397824621305,9.58178091382057e-05,0.000131728801509519,0.000130073917068445,0.000144471411705792,0.000151752903246519,0.000114518003322346,8.17512913890736e-05,7.13255194103051e-05,8.58885024917595e-05,9.44939015853462e-05,0.000117331306872172,7.26494269631646e-05,0.000111373722884305,6.50369585342225e-05,5.37837443349168e-05,5.80864438817102e-05,9.28390171442718e-05,4.53438336854376e-05,5.14669061174127e-05,6.86777043045861e-05
"20","Massachusetts",0.000161978537409146,0.000177915602807184,0.000208051144650746,0.000193273138554384,0.000110690163310007,0.000193707785792512,0.000197764493348376,0.00023007327138258,0.00031164206973799,0.000294545945038277,0.000273248230369991,0.000378867509235167,0.000201676318491531,0.000187767606871425,0.000254268634305055,0.000327868899961447,0.000321783838627651,0.000285418353037583,0.000247024513669583,0.000226885858302972,0.000225437034175878,0.000252819810177961,0.000446092948732344,0.000716588413260855,0.000344675259835741,0.000230363036207998,0.000220800796969176,0.000266583639385357,0.000284404176148617,0.0002810718806563,0.000305122361166066,0.000282810469608813,0.000264265520782006,0.000144882412709433,0.000171540776647969,0.000254123751892345,0.000245720571955198,0.000233550449287606,0.0002042842019203,0.000152126533344905,9.69263341026106e-05,0.000126047699057207,0.000168788010806489,0.000244126865415395,0.000179509309346987,0.000219062208016663,0.000156038358488059,0.000150967474043229,0.000126482346295335,0.000151402121281357,0.000161399007758308,0.000116630342231094,0.000111994105024392,0.000146765884074656,8.6349917974822e-05,6.11403781633807e-05,7.63530314978712e-05,9.77956285788672e-05,8.93924486417201e-05,0.000114312223627743,9.62019220390635e-05,0.000556348464804223,5.1867903749977e-05,6.21545550523467e-05,6.82396163861429e-05,7.15719118784599e-05,8.3307387307924e-05,4.40442534636676e-05,2.75276584147923e-05,3.81040745425809e-05,3.86836041934186e-05,7.40349128945202e-05,5.67939057820977e-05,4.86804906703695e-05,3.01355418435621e-05,1.26047699057207e-05,2.82520704783394e-05,3.85387217807092e-05,3.92631338442563e-05,3.30331900977507e-05,4.14363700348978e-05
"21","Michigan",0.000166367961312196,0.000149961259174373,0.000187876747651416,0.000155663588575933,0.000140857540305215,0.000149661136574291,0.000172270372447145,0.000136955946504147,0.000115547201031621,0.000127151941568131,0.0001209494078331,6.41261955508825e-05,9.94406214938803e-05,0.00013555537437043,0.000104942869162053,0.000122650102566899,8.34340828228331e-05,7.643122215425e-05,6.31257868839421e-05,5.80237026825458e-05,0.000100741152760903,0.000103742378761724,0.000128052309368377,0.000137556191704311,6.7427544151786e-05,7.01286475525252e-05,4.54185534790962e-05,0.000101241357094373,9.74398041599994e-05,9.05369843581103e-05,0.000100040866694045,8.43344506230795e-05,6.12250104167552e-05,1.93078872719506e-05,3.95161423441476e-05,6.88281162855026e-05,5.64230488154411e-05,6.76276258851741e-05,4.16170005447225e-05,3.8115570210431e-05,4.10167553445583e-05,4.20171640114987e-05,3.61147528765501e-05,0.000118248304432361,4.93201472801639e-05,4.34177361452153e-05,6.38260729508004e-05,7.99326524885416e-05,4.84197794799175e-05,6.5126604217823e-05,4.80196160131414e-05,3.97162240775357e-05,4.39179404786855e-05,3.12127504085419e-05,2.00081733388089e-05,2.2409154139466e-05,5.04205968137984e-05,4.00163466776178e-05,6.45263590176587e-05,2.59105844737575e-05,5.07207194138806e-05,0.000108044136029568,2.45100123400409e-05,3.10126686751538e-05,2.250919500616e-05,0.000453085085257328,4.52184717457081e-05,4.19171231448047e-05,2.96120965414372e-05,2.79114018076384e-05,1.87076420717863e-05,2.50102166735111e-05,2.54103801402873e-05,1.43058439372484e-05,2.22090724060779e-05,5.60228853486649e-06,1.64067021378233e-05,2.28093176062421e-05,2.86116878744967e-05,3.20130773420942e-05,4.21172048781927e-05
"22","Minnesota",1.06929399329446e-05,9.44543027410104e-06,8.37613628080658e-06,1.35443905817298e-05,1.24750965884353e-05,9.08899894300289e-06,1.47919002405733e-05,1.51483315716715e-05,1.56829785683187e-05,1.65740568960641e-05,1.6395841230515e-05,3.45738391165208e-05,5.16825430092321e-06,8.01970494970843e-06,2.03165858725947e-05,1.83562135515549e-05,2.83362908223031e-05,2.53066245079688e-05,2.54848401735179e-05,2.03165858725947e-05,1.72869195582604e-05,2.74452124945577e-05,3.93856620863458e-05,4.33064067284255e-05,4.65142887083089e-05,2.78016438256559e-05,3.81381524275023e-05,6.50487179254128e-05,8.25138531492223e-05,8.76821074501455e-05,0.000105860105336151,8.875140144344e-05,7.75238145138482e-05,0.000101761145028523,0.00010995906564378,0.000129741004519728,0.000139899297456025,0.000128849926191982,0.000125107397215452,8.57217351291057e-05,9.40978714099123e-05,0.000123859887556608,7.53852265272592e-05,9.39196557443632e-05,0.000142037885442614,0.000129919220185277,0.000126176691208746,0.000123859887556608,0.000118691633255685,0.000114236241616958,9.44543027410104e-05,0.000143463610767006,0.000149701159061224,0.000129741004519728,0.000132236023837415,0.000114949104279154,8.99989111022835e-05,8.60781664602038e-05,0.000104077948680661,0.000117444123596841,0.00011762233926239,6.38012082665693e-05,5.34646996647229e-05,6.46922865943147e-05,7.18209132162777e-05,0.000125998475543197,9.28503617510687e-05,6.86130312363943e-05,6.02368949555878e-05,5.32864839991738e-05,6.52269335909619e-05,7.96624025004371e-05,8.53653037980075e-05,6.71873059120017e-05,5.32864839991738e-05,3.95638777518949e-05,3.36827607887754e-05,7.39595012028666e-05,6.75437372430999e-05,6.34447769354711e-05,7.77020301793972e-05
"23","Mississippi",4.55377980465624e-05,3.48230220356065e-05,6.06054518119691e-05,3.24791647832099e-05,6.12751253126538e-05,3.34836750342371e-05,5.92661048105996e-05,2.94656340301286e-05,8.60530448379892e-05,6.99808808215555e-05,5.79267578092301e-05,4.65423082975895e-05,5.39087168051217e-05,4.85513287996437e-05,9.14104328434672e-05,8.83969020903858e-05,5.65874108078606e-05,6.06054518119691e-05,0.000100451025102711,7.96911465814842e-05,6.83066970698436e-05,5.9600941560942e-05,8.6722718338674e-05,9.40891268462061e-05,9.50936370972332e-05,6.46234928160775e-05,6.12751253126538e-05,8.30395140849079e-05,7.60079423277181e-05,8.23698405842232e-05,0.000132930189885921,7.66776158284029e-05,3.64972057873184e-05,0.000109491617361955,0.000110496127612982,7.26595748242944e-05,8.77272285897011e-05,0.000135274047138318,9.64329840986027e-05,4.11849202921116e-05,5.79267578092301e-05,7.83517995801147e-05,6.09402885623114e-05,0.000131590842884552,0.000106478086608874,0.000107817433610243,5.79267578092301e-05,4.55377980465624e-05,9.10755960931248e-05,8.80620653400435e-05,8.53833713373045e-05,0.000134604373637633,0.000127572801880443,8.27046773345655e-05,6.89763705705283e-05,9.14104328434672e-05,0.000104803902857162,0.000109826454112298,0.000139961761643111,0.000146993333400301,9.10755960931248e-05,8.4044024335935e-05,8.97362490917553e-05,0.000101120698603396,7.96911465814842e-05,6.99808808215555e-05,8.87317388407282e-05,7.90214730807995e-05,0.000166748701670501,0.000114179331866748,0.000125228944628047,0,0.000203580744208161,8.60530448379892e-05,5.62525740575183e-05,9.47588003468909e-05,0.000118197372870857,0.000163735170917419,0.000127572801880443,0,0
"24","Missouri",3.75421206270775e-05,4.14595593012073e-05,4.55402245867592e-05,2.90543368331295e-05,1.24052224680778e-05,5.7945447054837e-05,5.14163825979539e-05,4.7335717312402e-05,3.46040416214801e-05,4.24389189697397e-05,3.67259875699671e-05,2.21988191534023e-05,3.72156674042333e-05,4.86415302037786e-05,3.41143617872139e-05,3.52569480671684e-05,2.80749771645971e-05,3.81950270727658e-05,2.44839917133114e-05,2.28517255990906e-05,2.18723659305582e-05,3.19924158387269e-05,3.0033696501662e-05,4.96208898723111e-05,3.28085488958373e-05,2.7911750553175e-05,2.84014303874412e-05,2.20355925419803e-05,1.95871933706491e-05,2.23620457648244e-05,4.5213771363915e-05,5.12531559865318e-05,4.89679834266228e-05,5.25589688779085e-05,2.33414054333569e-05,3.99905197984086e-05,3.99905197984086e-05,2.67691642732205e-05,2.67691642732205e-05,2.75852973303308e-05,1.9423966759227e-05,1.61594345307855e-05,3.99905197984086e-05,1.97504199820712e-05,1.25684490794998e-05,3.70524407928112e-05,4.48873181410709e-05,2.54633513818438e-05,2.35046320447789e-05,2.30149522105127e-05,2.39943118790452e-05,2.28517255990906e-05,2.04033264277595e-05,3.13395093930386e-05,2.97072432788178e-05,2.30149522105127e-05,3.05233763359282e-05,3.11762827816165e-05,2.18723659305582e-05,2.75852973303308e-05,2.92175634445516e-05,3.68892141813892e-05,4.88047568152007e-05,3.2318869061571e-05,4.34182786382722e-05,3.73788940156554e-05,2.35046320447789e-05,5.32118753235968e-05,2.84014303874412e-05,3.8684706907032e-05,4.34182786382722e-05,4.27653721925839e-05,3.05233763359282e-05,3.52569480671684e-05,9.30391685105833e-06,5.35383285464409e-05,3.55834012900126e-05,3.60730811242788e-05,5.50073680492396e-05,4.76621705352462e-05,6.12099792832785e-05
"25","Montana",1.97683339530549e-05,2.07096831889147e-05,1.97683339530549e-05,1.78856354813354e-05,1.60029370096159e-05,1.97683339530549e-05,0,1.22375400661769e-05,2.07096831889147e-05,1.03548415944573e-05,1.12961908303171e-05,9.41349235859758e-06,6.5894446510183e-06,4.70674617929879e-06,4.70674617929879e-06,1.03548415944573e-05,6.5894446510183e-06,3.76539694343903e-06,6.5894446510183e-06,0,3.76539694343903e-06,1.88269847171952e-06,2.82404770757927e-06,1.88269847171952e-06,9.41349235859758e-07,2.82404770757927e-06,9.41349235859758e-07,1.88269847171952e-06,0,9.41349235859758e-07,0,1.88269847171952e-06,0,1.88269847171952e-06,0,0,0,1.88269847171952e-06,0,0,9.41349235859758e-07,1.88269847171952e-06,9.41349235859758e-07,0,3.76539694343903e-06,1.88269847171952e-06,0,1.88269847171952e-06,9.41349235859758e-07,6.5894446510183e-06,9.41349235859758e-07,0,0,0,0,0,1.88269847171952e-06,3.76539694343903e-06,7.53079388687806e-06,1.12961908303171e-05,9.41349235859758e-06,3.76539694343903e-06,3.76539694343903e-06,1.88269847171952e-06,1.12961908303171e-05,1.88269847171952e-06,9.41349235859758e-07,4.70674617929879e-06,2.82404770757927e-06,5.64809541515855e-06,6.5894446510183e-06,1.88269847171952e-06,9.41349235859758e-06,1.41202385378964e-05,1.22375400661769e-05,7.53079388687806e-06,4.70674617929879e-06,1.50615877737561e-05,2.35337308964939e-05,1.03548415944573e-05,3.01231755475122e-05
